open,close,volume,daily_return,volatility,return,category_encoded,ticker_encoded,risk_level_encoded,knowledge_level_encoded
0.0005675398725880007,0.0005676189470016847,2.5787632916955173e-05,0.49841095048205225,0.06370736494396065,0.0,3,5,1,1
0.3077339194875891,0.30815127967883527,0.0038652568985555495,0.5051396082946836,0.0677864999594679,0.0012693462950142602,1,6,1,1
0.22495675521151273,0.2216579174862743,0.023756395228203362,0.42067077511123296,0.14101678706263182,-0.014665510764340422,4,7,2,2
0.023634725842951808,0.023979851216608086,0.0002054310199809855,0.5715987017901442,0.21503780913092255,0.01380670611439836,1,8,3,3
0.1242875706534652,0.1239872716985753,0.028762578293396707,0.4852984910115435,0.21631516532183875,-0.002473636245280533,2,9,3,3
0.7675834474136531,0.7660937390872059,0.005424961667188116,0.48770789855656443,0.21673938331427703,-0.002019106883613422,2,10,3,3
0.6044474080324573,0.6000356660581617,0.018296903266962674,0.4593695749065322,0.22292860197897965,-0.007365068460758379,4,11,3,3
0.07683204188996293,0.0772158274332997,0.26835523961137786,0.524045892327587,0.17410422973289313,0.004835974626834311,4,12,3,3
0.3897104295985918,0.387585245520012,0.08984564562767701,0.46916447085982405,0.09742431185467894,-0.005517283176593506,4,13,1,1
7.212361293635e-05,7.031570757332463e-05,3.965603921183222e-05,0.4908247067881068,0.09796873448741905,-0.0014311279595624316,3,14,1,1
0.23284068339675185,0.23502493872184127,5.987945396455845e-05,0.5474438987244665,0.14792991038184972,0.009249956368459574,3,15,2,2
0.110202708279007,0.10919859268939548,0.004376783333396148,0.4502140264542604,0.1582720613560657,-0.00909224226426169,1,16,2,2
0.7019303091418458,0.7005169615706119,0.0034525689619068116,0.4873245843052878,0.14545281095407625,-0.0020914182625292608,2,17,2,2
0.2961490515576576,0.29484960642929897,0.054542179922761835,0.4748172253151027,0.14264863838724404,-0.004450903651249915,4,0,2,2
0.1591239123963247,0.15925132617571341,0.007911594707614666,0.5021922803417492,0.14433913199798049,0.0007133394476715316,0,1,2,2
0.23520177691544003,0.23611979120097393,0.039503232702311375,0.5185611983164975,0.10321208883232261,0.003801299329601317,4,2,2,2
0.11766997290212464,0.11766327305045089,0.005446935505138654,0.4976824067391554,0.06352101055345087,-0.00013743815283129624,0,3,1,1
0.1140752284446063,0.11436237453127486,0.0005006333369897986,0.51118235533556,0.06462882045121791,0.0024092970521542192,2,4,1,1
0.0005707457310542053,0.0005708250672465476,1.3539097674445267e-05,0.49841095048205225,0.03344782513910766,0.0,3,5,1,1
0.3087142847319425,0.30820030292416956,0.006548078667456819,0.48918917757649477,0.04446983592800868,-0.00173966689897024,1,6,1,1
0.22222801737330566,0.22057940608891977,0.01970156553754583,0.4588723621180228,0.07677988231874677,-0.007458866544789837,4,7,1,1
0.023602046347883456,0.024028874461942382,8.899594239447264e-05,0.5891436635210131,0.19491700568397383,0.01711652402896641,1,8,3,3
0.12394443595524753,0.12408531818924388,0.0272685324031024,0.5039471220468726,0.19507966717639855,0.0010443864229766646,2,9,3,3
0.766259927863385,0.7670088396667795,0.009128822766834873,0.5031508234617215,0.19432209269667816,0.0008941664702114533,2,10,3,3
0.6016696346119003,0.5997251855043778,0.01837175438826829,0.4808835666474748,0.19830295030448747,-0.0033065018836220482,4,11,3,3
0.07796765434358804,0.07901171232071282,0.3633452520809041,0.5678687011641291,0.18736916409611049,0.013103049812223969,4,12,3,3
0.38580522993792415,0.3868662706039392,0.08087235313328604,0.5125104611678201,0.1291693021382782,0.0026598412564383966,4,13,2,2
7.028542401825042e-05,6.627944403305233e-05,5.729415113818383e-05,0.4817710732186187,0.14154301821610116,-0.0031390757476447446,3,14,2,2
0.23498936019749575,0.23518014631656964,5.7360776743403395e-05,0.5022608386935578,0.14170761423621686,0.0007262728278914402,3,15,2,2
0.11124845212119415,0.11158438899488982,0.004371880803813557,0.513813704423338,0.12676192496189376,0.002905695191050492,1,16,2,2
0.7007211841640645,0.701415753750571,0.005008947014036907,0.5032234411718625,0.0490022650370008,0.0009078656393305663,2,17,1,1
0.29631242615735276,0.30200701658918816,0.051776803057496594,0.5994274260491064,0.1836833865601515,0.01905653290255434,4,0,3,3
0.1593036496192006,0.15985594620150306,0.006955426348667378,0.5162172596249048,0.1638098861529755,0.0033591205211726213,0,1,2,2
0.2385514414996933,0.2424274487673202,0.04093223253046525,0.5836643649054434,0.1789972318629453,0.01608286656106937,4,2,3,3
0.11778435113486385,0.11818618766735006,0.006947547283266787,0.515879194689048,0.17764251912852053,0.0032953453247287503,0,3,3,3
0.11417326692981135,0.1151140642930674,0.00024193735633705758,0.5411963375648805,0.15403788699793336,0.0080713678844519,2,4,2,2
0.0005699042340561958,0.0005699835015349757,5.3341129066359816e-05,0.49841095048205225,0.1317772277469944,0.0,3,5,2,2
0.30467839977049654,0.3057818064799291,0.005439581710764769,0.5170986831067389,0.13138289387832486,0.0035253990959136926,1,6,2,2
0.2214763726469861,0.22566148252190865,0.018736817751829008,0.5975914398620519,0.15436856845628324,0.01871017820164206,4,7,2,2
0.024239296501716252,0.024110579870832878,4.5310902006750885e-05,0.4711920325189473,0.19229671789258726,-0.005134788189987168,1,8,3,3
0.1241078334305893,0.12478798470570214,0.029307984709459847,0.5267468377318436,0.18909884931068943,0.005345501955671402,2,9,3,3
0.7677631682967815,0.7775815195772097,0.007405145892698894,0.5656547546376098,0.1935560236260607,0.012685393735922762,2,10,3,3
0.6022088299407804,0.6110658962583787,0.020251349212164853,0.5757784566171295,0.19955909169614294,0.014595207543872444,4,11,3,3
0.07968332783467633,0.08416895772988092,0.5624851282739994,0.7918695825945814,0.4946602048882078,0.05536031669090321,4,12,3,3
0.3846287681154636,0.3917032144691748,0.0745578950309101,0.5951620778555862,0.421455455163425,0.018251884475311266,4,13,3,3
6.624130382404717e-05,6.266811398333762e-05,0.0001872153088390911,0.4835062514228596,0.4625082899899033,-0.0028117382479419173,3,14,3,3
0.23503837944009828,0.23426506207807785,0.00020783999248091353,0.48063012972987235,0.5134607853916587,-0.003354312193097819,3,15,3,3
0.10673868180176205,0.1072866861213579,0.005487994190392845,0.5248872908815363,0.5255992334510087,0.004994702588164258,1,16,3,3
0.7021264187917511,0.7114655027030202,0.0063215117646042655,0.5683586075017013,0.204116929659587,0.013195469550575628,2,17,3,3
0.29930260649200563,0.301320691154508,0.037504576445694764,0.5335734059705467,0.14674046636675717,0.0066333188342757666,4,0,2,2
0.15954874583221323,0.1598232640379469,0.006264607403377774,0.5070311505402932,0.12923110949040387,0.0016261815225124157,0,1,2,2
0.24114944501787947,0.24613685798986695,0.03835446496690519,0.6070517392023151,0.15886878062002263,0.020494842580732097,4,2,2,2
0.11802944734787647,0.1181698433173556,0.004944426222923177,0.50422158545186,0.17481782662757273,0.001096163332419692,0,3,3,3
0.11485953796022143,0.11501601780239881,0.00033639859597303304,0.5051265230749356,0.17626176615921624,0.0012668777974818965,2,4,3,3
0.0005714499741729284,0.0005715293678711837,7.51694773147354e-05,0.49841095048205225,0.18570333071508813,0.0,3,5,3,3
0.30708030997852503,0.3058798366295159,0.0038832912038057913,0.4773400186625943,0.20392070646279792,-0.003974984310736926,1,6,3,3
0.22508747319178615,0.22910945077708755,0.02167448351385384,0.5921811054973657,0.17755820828903102,0.017689530685920496,4,7,3,3
0.024043219531306163,0.023800099317048993,0.0001471259360166114,0.4469793436905125,0.21798793347180934,-0.009702457956015546,1,8,3,3
0.12461436887209819,0.12498407768703935,0.022404522695804164,0.5135542293818594,0.21869832069206988,0.0028567458029673067,2,9,3,3
0.7735801020791999,0.776846187238277,0.004692121039762027,0.520322122215348,0.21930624144395522,0.004133493697193007,2,10,3,3
0.6066369342020368,0.6128634315950514,0.018234308469613533,0.5522733251883924,0.2154034047465166,0.010161016903819261,4,11,3,3
0.08440388089729928,0.08561841168359834,0.6768103672365763,0.5731681779773201,0.19269690791280708,0.014102784298009525,4,12,3,3
0.38784769837969596,0.3827319769140801,0.08465981987135018,0.4282848220032041,0.22282843010357503,-0.013229137793456816,4,13,3,3
6.277734270579254e-05,6.866525831373659e-05,9.017412601900694e-05,0.5226206383671945,0.22277174385472348,0.004567103644766767,3,14,3,3
0.2342459016846908,0.23498406967631422,9.022965185043052e-05,0.5145962950589819,0.2229089183064349,0.0030533291697026317,3,15,3,3
0.10874847074846548,0.10890445321738972,0.003845471689882954,0.5054998001789072,0.20926940873460448,0.0013372956909361577,1,16,3,3
0.7073061024203368,0.709733359473299,0.006949385731860258,0.5161368840240845,0.15632403687484706,0.0033439578432728446,2,17,2,2
0.30000523197572265,0.3030365047412084,0.040963573701725375,0.5513188621987714,0.06795918323522629,0.009980959588773552,4,0,1,1
0.1601206369959093,0.159512783484163,0.006721593196612058,0.4780105451360977,0.10385931785565516,-0.0038484909864289598,0,1,2,2
0.24724416758017695,0.24999335328949834,0.03888779014935409,0.5566280191038996,0.1304237515506889,0.010982520202321601,4,2,2,2
0.11837258204609412,0.11795741252245669,0.005757720862606413,0.47958010048803984,0.15023568722647587,-0.0035523978685611545,0,3,2,2
0.11485953796022143,0.11540820376507321,0.0003597731566614533,0.5230349156380997,0.1507137076355719,0.004645256128304401,2,4,2,2
0.000568301304823093,0.0005683804414125439,5.333672648322367e-05,0.49841095048205225,0.1317663513330384,0.0,3,5,2,2
0.30619797995142717,0.30517718645413944,0.0039422966491391076,0.4803788151842882,0.12969508229143467,-0.0034017221218241014,1,6,2,2
0.22917241007532974,0.23128281465357478,0.018663454898432394,0.5465324531050508,0.11463618012539596,0.009078014184397172,4,7,2,2
0.023863482308430245,0.023963510134829984,8.330550627182351e-05,0.5191310193028265,0.09944520753057308,0.003908794788273648,1,8,1,1
0.12526795550551564,0.12521285283193276,0.031254726679603675,0.49567182929703035,0.10099345546526546,-0.0005167291047667232,2,9,2,2
0.7771912189637475,0.7812092397319478,0.004813896372786718,0.5253386497689846,0.10222891607071936,0.005079850435990428,2,10,2,2
0.6137610477871891,0.6242694739940011,0.022335099375107845,0.588549926331273,0.13935381763436333,0.017004516831841014,4,11,2,2
0.08638916022270145,0.08759568257874834,0.467311270945126,0.5709797556262813,0.15378726869572804,0.013689943300507344,4,12,2,2
0.382929450711657,0.38106517023163217,0.0802149764433634,0.4722557888302609,0.19696274153662058,-0.004934112933470312,4,13,3,3
6.859419478947313e-05,6.436757014717824e-05,8.466806550684319e-05,0.4808407891385693,0.20916923106956148,-0.0033145717653059047,3,14,3,3
0.2349730204499616,0.2368551235399066,8.51029697323104e-05,0.5402166099187777,0.21024364539431686,0.007886544448287694,3,15,3,3
0.11033342625928039,0.10754814342980748,0.005520736084390857,0.3656364945370094,0.3183376876667412,-0.025047605097407263,1,16,3,3
0.7108191318004367,0.7144232385048562,0.0037445321075842706,0.5248078390836183,0.27578465176594175,0.004979714183622398,2,17,3,3
0.30358360400621176,0.3020560398345225,0.043008191173178764,0.47141519986146874,0.27584520397473816,-0.005092688168365322,4,0,3,3
0.15977750229769166,0.16042788406373656,0.0063683484311522235,0.5193928328183227,0.286933628858707,0.003958185324266727,0,1,3,3
0.25211340417548717,0.252362793806241,0.042959428512866216,0.5031975083323948,0.264223496319121,0.000902973466981477,4,2,3,3
0.11812748746705627,0.11857837363002445,0.006597191508453836,0.5180061508286498,0.08492540258156779,0.0036965908584803897,0,3,1,1
0.11559482496528449,0.11535918051973891,0.001139713086148854,0.48728865867904264,0.08050480730992282,-0.002098195551825311,2,4,1,1
0.0005752800109949392,0.0005753597174399704,2.1056714092905263e-05,0.49841095048205225,0.05201981017634814,0.0,3,5,1,1
0.3060019095169161,0.3057818064799291,0.005978947510020788,0.49418185874916265,0.043723524234549095,-0.0007978087267777932,1,6,1,1
0.23324102355108667,0.23095599628622915,0.02101710682393119,0.4463216849474836,0.10424377942049205,-0.009826523811657722,4,7,2,2
0.024092238773908686,0.023685711744602298,4.706180542910446e-05,0.4128576213452756,0.1478555671639924,-0.016139444803098774,1,8,2,2
0.1251699170203106,0.12562137987638525,0.031468599532644165,0.5169143603565838,0.17154538204367414,0.003490627020038917,2,9,3,3
0.7828284155232901,0.7807843552646353,0.006520939664410338,0.48415996323334715,0.1649880858833365,-0.0026884169723240983,2,10,3,3
0.6294962246625989,0.6273089315458092,0.02438067984344353,0.47959693117002855,0.158569427209563,-0.003549222797927473,4,11,2,2
0.08864894730667774,0.08836698163867462,0.5224323370359502,0.4813514309203021,0.15154090624667857,-0.003218240331642386,4,12,2,2
0.3755275450786761,0.37008396327674953,0.09268587361424786,0.42139306196980864,0.137434606116646,-0.01452925295878678,4,13,2,2
6.427241326542187e-05,6.222690477532896e-05,4.5128306359029344e-05,0.4897987657460035,0.11148776205152386,-0.0016246694498507689,3,14,2,2
0.23683575166885745,0.23650380662275924,4.656524420417264e-05,0.4905886077686201,0.11503766226908681,-0.0014756675132129881,3,15,2,2
0.11046414423955378,0.1093293213436203,0.006508858430796099,0.44412245024327807,0.12362890165479497,-0.010241404535478987,1,16,2,2
0.7159988481085174,0.7141781386192665,0.004197841003631612,0.484523029797063,0.12540139762904437,-0.0026199252745249977,2,17,2,2
0.30279930919636944,0.30259529553319975,0.03540603114883289,0.49442238117928566,0.08130288198413818,-0.0007524347065725531,4,0,1,1
0.1607742268972763,0.160722020267526,0.005565996937858697,0.4962720966117563,0.08494742668118045,-0.00040349001412145656,0,1,1,1
0.25268530677700646,0.2514477095677492,0.035419688195527245,0.4721436173817742,0.08387589960718579,-0.004955273827144487,4,2,1,1
0.11886277447211935,0.11882348985669593,0.0039042144997029167,0.4962470298370741,0.03938659147396434,-0.0004082188052796454,0,3,1,1
0.11539874799487441,0.11522845186551411,0.0005111387575239201,0.49024088925093817,0.03830836079139186,-0.0015412638363457955,2,4,1,1
0.0005763437285594137,0.0005764235218637247,1.6471588871376146e-05,0.49841095048205225,0.04069243295090081,0.0,3,5,1,1
0.31033193607757326,0.30878858186818114,0.005979210145534142,0.47172192812122343,0.049568934244543686,-0.005034824566003967,1,6,1,1
0.2319011479135368,0.23188741833828266,0.0164296523121937,0.497667481677756,0.04223482557176257,-0.00014025373238932493,4,7,1,1
0.023634725842951808,0.023571324172155603,2.596341918974386e-05,0.4844704264233677,0.04149894198951352,-0.002629848783694998,1,8,1,1
0.12570912868893835,0.12575210853061003,0.02727378511336946,0.4997757507583946,0.046169735532061454,0.0002574665293511331,2,9,1,1
0.783334931357102,0.7814543396175374,0.003322651927968176,0.4852732801360746,0.043037367645926264,-0.002478392220730855,2,10,1,1
0.6286628811986085,0.6335839069485995,0.01894841443042044,0.5393891562801347,0.08804083845231694,0.0077304471641405,4,11,1,1
0.08802967087513254,0.08818396152275991,0.3090278506609403,0.5071454723531313,0.08810274275992364,0.0016477480776273053,4,12,1,1
0.35838713684352924,0.35647184215559286,0.10758203466060538,0.46974836037987144,0.10333629912643601,-0.005407133720400552,4,13,2,2
6.215636694050365e-05,6.389848305365627e-05,4.1988969114524176e-05,0.5054674296930867,0.10373214895737434,0.0013311890709551335,3,14,2,2
0.2365007868444069,0.23550700063429522,4.485546163407251e-05,0.4758210254683919,0.11081370955039525,-0.004261538990273921,3,15,2,2
0.11214713823557373,0.10993393646708544,0.006294460306728903,0.39450177616148807,0.1833013100994617,-0.019602234073219833,1,16,3,3
0.7162766074768508,0.7145049275726649,0.004534189551065734,0.4848904419048904,0.1690045828385075,-0.00255061379951753,2,17,3,3
0.0005704712232956315,0.0005705505370726756,7.252684706246871e-05,0.49841095048205225,0.17917481332711133,0.0,3,5,3,3
6.401909815939967e-05,6.5830031601991e-05,7.261205874370714e-05,0.5057410637753172,0.179385325540141,0.0013828095305090328,3,14,3,3
0.2355694048952114,0.2370267048985766,8.468654579964168e-05,0.5306010722172823,0.20921488592905854,0.006072594698450441,3,15,3,3
0.296426810925991,0.298853187806015,0.057430907934131886,0.5411881786428591,0.09139907567832138,0.008069828722002629,4,0,1,1
0.16008795750084098,0.159512783484163,0.012683769530410458,0.479080335222801,0.09867453648740576,-0.0036466774716369475,0,1,1,1
0.24964611373565007,0.24906191162814673,0.03622886821216795,0.48563607142827475,0.10751754448647478,-0.0024099524522894844,4,2,2,2
0.11840526154116246,0.11797375360423477,0.00501034773677479,0.4788611792240965,0.12035687460228445,-0.0036880207621909035,0,3,2,2
0.1148922125533655,0.11483626100051521,0.00033499787323515017,0.4954269837245974,0.10324693830086104,-0.0005629186761304092,2,4,2,2
0.0005704712232956315,0.0005705505370726756,1.366996028925865e-05,0.49841095048205225,0.033771116244820425,0.0,3,5,1,1
0.30784827811263127,0.3058471708070415,0.005731194675757757,0.4636605204658122,0.05364608383415107,-0.006555591147533266,1,6,1,1
0.23080638482874716,0.23162599371199666,0.01984557734403441,0.5167031075437917,0.07900524471430512,0.00345077464788741,4,7,1,1
0.023569366852815108,0.02401253338016428,7.726488946470367e-05,0.5927576053136252,0.19371429582148592,0.01779828609096899,1,8,3,3
0.12549671197099407,0.12495139552348312,0.03822953800772026,0.47517045205617203,0.2045673242661166,-0.004384268214055492,2,9,3,3
0.7790212706875751,0.778741720042373,0.007023711582139168,0.49607949838310716,0.20512018294013185,-0.0004398232405641983,2,10,3,3
0.6420124712737765,0.6365252853275755,0.02381294940874538,0.4527622925148227,0.21564043076159456,-0.008611517553218559,4,11,3,3
0.08867999609494219,0.0909161903960581,0.39358422963666156,0.6298296731581802,0.3128626739461416,0.024791849038792703,4,12,3,3
0.3502499556433085,0.358138632496959,0.10098638146859946,0.6169474412325682,0.3353410753287319,0.022361644706571603,4,13,3,3
6.586545695126613e-05,7.538141024237177e-05,0.00012473903988517056,0.5375394047842111,0.30816304708210984,0.00738149566839941,3,14,3,3
0.23700731901796626,0.2394288439199572,0.00011591136357372577,0.5518579128728927,0.28635460897569476,0.010082650296649398,3,15,3,3
0.11003930426776624,0.10867567807249633,0.004292564878780941,0.4330162985856527,0.3167885285170408,-0.012336555284861514,1,16,3,3
0.7124858187284175,0.71207012272881,0.005015687992212968,0.4948913886493447,0.27550580650315837,-0.0006639574929838602,2,17,3,3
0.29497257339544947,0.29730076869601385,0.0414227481242376,0.5396433321035612,0.19585766918205186,0.0077783968665526195,4,0,3,3
0.1591729316389272,0.15907156773972161,0.007858017062890648,0.49463056027556174,0.18763201240886082,-0.0007131621841890515,0,1,3,3
0.24631282157842607,0.24669247111140413,0.030598663167247787,0.5061091118336108,0.15401606009694677,0.0014522409761541296,4,2,2,2
0.11766997290212464,0.11769595521400708,0.010828249628571256,0.4991394942249481,0.07374534652459507,0.00013743815283110095,0,3,1,1
0.11405888869707212,0.11426432804060625,0.0003144247580224957,0.5074273376230556,0.0688689843942547,0.0017009213323884416,2,4,1,1
0.0005595366642457621,0.0005596150851467716,7.621092690832084e-06,0.49841095048205225,0.018827619227019674,0.0,3,5,1,1
0.3048417809060907,0.30246456687897494,0.007565353555844247,0.4568098620096131,0.08212513030744636,-0.007847952591959846,1,6,1,1
0.22974431757877334,0.22995918702954873,0.018355646076782636,0.5029107952571253,0.08035459613788212,0.0008488856845500144,4,7,1,1
0.02387982205596442,0.02386546364416139,9.932627258635874e-05,0.4949598539499464,0.07940817059635842,-0.0006510416666666529,1,8,1,1
0.1247287471048374,0.12441213982480585,0.047413814364504835,0.48465657283645397,0.07195441150945087,-0.0025947326778740587,2,9,1,1
0.7733840381805879,0.7743623264669242,0.007274528497391317,0.5046728283189263,0.07644664612682979,0.001181289293259452,2,10,1,1
0.632731511014113,0.6352180151264094,0.01946353021727686,0.5187683512625624,0.04812073046043548,0.003840378271035238,4,11,1,1
0.09085154527428443,0.09037857043966681,0.4153076883978024,0.47075278455537933,0.07170477979922847,-0.005217651339024251,4,12,1,1
0.3498577853627408,0.35101392084170774,0.09031409983832771,0.5154341755988125,0.08069046680306571,0.003211393465512416,4,13,1,1
7.534252686083463e-05,7.06776461936278e-05,3.44327194597473e-05,0.47913416094578903,0.08506472198124276,-0.0036365233689980713,3,14,1,1
0.23938475228418862,0.2410711226386562,4.4189796829977116e-05,0.5351301488438929,0.10916921000515113,0.006926994906621462,3,15,2,2
0.10740861145066322,0.10980321271518517,0.0039057903127830353,0.6148262789874583,0.23184371776297943,0.02196149217809858,1,16,3,3
0.707273439265016,0.708099251295489,0.005290404739180244,0.5041567983795303,0.20757325003269358,0.0010839413956655075,2,17,3,3
0.30284832517102245,0.3070237286950646,0.06828896041751535,0.5707644759115239,0.21595520783751485,0.013649331262277967,4,0,3,3
0.1591729316389272,0.15892450454015145,0.009256638716666684,0.48977055231854033,0.20404250921881284,-0.001629991850040715,0,1,3,3
0.24840429292305283,0.24961750840860208,0.033134671684184706,0.523740828858171,0.2068474271694263,0.004778425083458727,4,2,3,3
0.11773533189226133,0.1175325443962261,0.0053268235303651984,0.4889450857082764,0.13529237958940526,-0.0017857142857142234,0,3,2,2
0.11459810036569987,0.11441139777660916,0.00040879845248735345,0.4894365414414525,0.14269828211427907,-0.001693002257336207,2,4,2,2
0.0005606788125984009,0.0005607573267630609,2.3225765248384156e-05,0.49841095048205225,0.057378368442987576,0.0,3,5,1,1
0.3032895048903442,0.30496475239102416,0.004100315683006518,0.5271397180075287,0.07253820415088419,0.005419617943764707,1,6,1,1
0.23088808846834227,0.23324374446694665,0.022538379262443096,0.5517741919329313,0.10900847072637332,0.010066856527978996,4,7,2,2
0.023994200288703638,0.023751076071714693,0.0001255898239216624,0.4468793470473663,0.1587872257371279,-0.009721322099805597,1,8,2,2
0.12458168610908034,0.12467359876736366,0.030497285859093514,0.5018535990669342,0.15611171383459782,0.0006494479802572912,2,9,2,2
0.7769134269159191,0.7810131467506105,0.0042635874271409885,0.525904932580845,0.1590955413338343,0.005186678425937529,2,10,2,2
0.6388425602521467,0.642408091108773,0.020477303298819582,0.5275054597938731,0.15925079055945995,0.005488614316348354,4,11,2,2
0.09234336422415454,0.09210091882497029,0.43041448312586905,0.48424686920686644,0.13296223184303724,-0.0026720223541739207,4,12,2,2
0.35315841436464396,0.3450167438291453,0.09506867808172885,0.37620317951850835,0.251329863876333,-0.023054223533751382,4,13,3,3
7.081640045412084e-05,7.000519433737707e-05,0.00010100008138024776,0.4949164312014967,0.24951685424491085,-0.0006592332713519915,3,14,3,3
0.24105956006669396,0.2409894172297657,9.443737358889569e-05,0.49644503818497776,0.23330393460119486,-0.0003708649719012198,3,15,3,3
